file_name,label,bbox_xz,bbox_yz,bbox_xy,bbox_yy
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/TheButterflyEffect-frame-63530.png,0,442.0,112.333,449.0,123.3333
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Crash__1996__David_Cronenberg-frame-75392.png,0,255.111,46.2222,352.0,188.57119999999998
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,189.0,177.0,242.5,249.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,319.0,155.0,365.5,213.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,254.5,143.0,290.0,190.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,205.5,109.5,234.0,139.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,158.0,110.5,195.5,153.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,37.0,130.5,83.5,181.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,49.5,91.5,77.0,128.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,107.0,106.0,130.5,131.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,269.0,75.5,287.0,98.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,198.0,73.0,212.5,91.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,156.0,79.0,171.0,96.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,134.0,89.0,152.0,112.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,208.0,51.2,214.4,60.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,329.0,112.0,362.0,150.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,365.5,109.0,388.0,139.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,400.0,113.0,429.5,148.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,296.5,105.0,321.5,132.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,265.0,97.5,286.0,122.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,131.5,124.5,160.0,156.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,389.5,72.5,401.5,87.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,355.5,79.5,369.5,95.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,450.5,82.5,465.5,101.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-121814.png,0,456.0,103.0,486.5,139.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-99801.png,0,189.333,68.0,369.33299999999997,345.333
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-99801.png,0,384.0,92.0,565.333,341.33299999999997
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Double_Indemnity_1944_DVDRip_DivX-SChiZO-frame-25555.png,0,179.0,7.0,231.0,85.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Double_Indemnity_1944_DVDRip_DivX-SChiZO-frame-25555.png,0,275.0,80.0,338.0,165.3333
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-104885.png,0,265.0,63.0,372.0,173.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-104885.png,0,-26.0,-84.0,177.0,143.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Kids_1995-frame-4303.png,0,204.0,24.5714,290.9997,122.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Kids_1995-frame-4303.png,0,311.0,26.2857,398.8571,114.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/TheButterflyEffect-frame-78360.png,0,212.0,125.0,252.0,192.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/TheButterflyEffect-frame-78360.png,0,278.0,122.0,304.0,159.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/TheButterflyEffect-frame-78360.png,0,451.0,182.0,505.0,252.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/TheButterflyEffect-frame-78360.png,0,547.333,168.0,590.0,232.3333
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-112921.png,0,227.2,35.0,268.0,85.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-112921.png,0,122.8,44.0,173.0,104.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-112921.png,0,35.2,121.0,103.0,203.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-112921.png,0,340.4,146.0,390.4,210.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-112921.png,0,449.0,100.0,543.2,190.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-47147.png,0,122.667,28.8889,286.66700000000003,194.6659
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-47147.png,0,435.111,10.2222,567.556,191.1092
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-96730.png,0,176.0,52.7273,206.1829,90.18180000000001
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-96730.png,0,241.818,53.4545,266.9096,87.2727
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Hitchcock_Alfred_-_Charade_-_Cary_Grant__Audrey_Hepburn_-_1963-frame-118740.png,0,310.857,211.0,332.0,232.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-101146.png,0,397.0,31.6364,424.0,72.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-101146.png,0,469.818,66.9091,494.90909999999997,102.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Hitchcock_Alfred_-_Charade_-_Cary_Grant__Audrey_Hepburn_-_1963-frame-18036.png,0,221.333,96.0,304.6667,181.3333
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Hitchcock_Alfred_-_Charade_-_Cary_Grant__Audrey_Hepburn_-_1963-frame-18036.png,0,438.0,210.667,492.6667,277.3336
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/being_john_malkovich-frame-124850.png,0,84.0,55.0,156.0,132.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/being_john_malkovich-frame-124850.png,0,290.0,96.0,334.0,148.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/being_john_malkovich-frame-124850.png,0,452.0,18.0,531.5,103.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-65701.png,0,317.0,28.0,426.0,196.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Jackie_Brown__DVDRip_dual_Spa-Eng__XviD-AC3-Mp3__by_TheDarkLord-frame-200650.png,0,239.429,13.1429,308.6667,117.7109
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/being_john_malkovich-frame-122172.png,0,254.0,24.0,346.0,130.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/being_john_malkovich-frame-122172.png,0,456.5,0.0,576.0,129.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Legally_Blonde-frame-112085.png,0,153.0,56.0,268.0,222.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-113455.png,0,263.0,21.0,303.0,85.6
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-113455.png,0,137.2,31.2,180.0,86.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-113455.png,0,33.0,118.0,103.0,200.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-113455.png,0,376.8,136.0,436.0,184.8
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-113455.png,0,467.6,90.0,563.6,187.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-159939.png,0,318.857,269.818,337.45450000000005,298.1818
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-159939.png,0,362.182,274.909,379.6352,303.6375
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-142627.png,0,106.0,100.0,160.5707,178.8571
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-142627.png,0,448.0,16.0,519.4282000000001,90.2857
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/_Divx_ITA___A__Hitchcock_-_Psycho___1960_-frame-18627.png,0,199.0,29.7143,298.2857,165.9973
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/American_beauty__1h56mn38s_-frame-102476.png,0,72.0,1.6,218.0,209.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-104389.png,0,295.0,45.0,378.0,158.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-104389.png,0,511.0,143.0,584.0,225.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-104389.png,0,602.5,17.0,699.0,135.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-104389.png,0,119.0,171.0,188.0,265.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Double_Indemnity_1944_DVDRip_DivX-SChiZO-frame-65448.png,0,128.0,37.0,214.0,137.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Double_Indemnity_1944_DVDRip_DivX-SChiZO-frame-65448.png,0,393.0,134.0,476.0,211.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-30705.png,0,269.6,136.8,381.0,357.33299999999997
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-162097.png,0,227.0,39.0,296.0,143.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Bruce_Almighty-frame-89773.png,0,280.0,28.4444,344.4447,95.11110000000001
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-4556.png,0,148.0,-52.0,452.0,307.333
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Little_Miss_Sunshine_2006_DvDrip_Eng_-aXXo-frame-8966.png,0,317.714,32.0,391.9992,147.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Little_Miss_Sunshine_2006_DvDrip_Eng_-aXXo-frame-8966.png,0,76.5714,8.0,140.57139999999998,100.0002
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-145320.png,0,206.286,35.4286,249.1429,82.8571
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-69885.png,0,437.0,48.0,522.0,155.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-69885.png,0,-18.0,90.0,36.0,180.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-73335.png,0,234.0,72.0,298.0,191.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-73335.png,0,404.0,165.0,480.0,326.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-62082.png,0,150.222,27.5556,194.15290000000002,77.23079999999999
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-62082.png,0,53.8462,169.846,73.2308,191.3839
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-62082.png,0,301.538,36.8889,347.5556,95.3846
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-24676.png,0,300.5,20.0,339.33389999999997,74.66669999999999
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-24676.png,0,471.333,0.666667,577.3330000000001,113.33466700000001
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/_DivX-ITA__Casablanca_M_CURTIZ_1942_Bogart-bergman_-frame-92265.png,0,209.0,-22.2857,310.0,93.00130000000001
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/_DivX-ITA__Casablanca_M_CURTIZ_1942_Bogart-bergman_-frame-92265.png,0,101.0,157.0,145.0,220.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/American_beauty__1h56mn38s_-frame-45068.png,0,376.0,26.8,422.4,88.4
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/American_beauty__1h56mn38s_-frame-45068.png,0,190.4,25.6,246.8,99.19999999999999
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/American_beauty__1h56mn38s_-frame-45068.png,0,-4.0,10.8,100.4,97.6
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Rear_Window-frame-65674.png,0,152.0,54.0,285.0,248.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Little_Miss_Sunshine_2006_DvDrip_Eng_-aXXo-frame-24309.png,0,262.286,7.42857,297.7149,70.49987
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Little_Miss_Sunshine_2006_DvDrip_Eng_-aXXo-frame-24309.png,0,174.0,132.5,224.0,201.1429
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-40449.png,0,166.5,23.0,205.0,72.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-40449.png,0,561.5,82.0,589.0,117.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-66562.png,0,650.857,94.8571,709.0002,188.0007
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-66562.png,0,541.0,97.1429,585.0,163.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-66562.png,0,418.286,21.7143,474.9994,105.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-66562.png,0,314.0,51.4286,361.1429,122.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-66562.png,0,219.429,20.5714,285.7143,115.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Fight_Club-frame-66562.png,0,126.0,5.71429,185.7143,96.99989000000001
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Jay_And_Silent_Bob_Strike_Back_DVDRip_DivX-frame-129015.png,0,180.571,0.571429,315.0,197.99142899999998
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Jay_And_Silent_Bob_Strike_Back_DVDRip_DivX-frame-129015.png,0,389.333,-46.6667,614.667,210.6653
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Naked_City_1948_DVDRip_XviD-FiNaLe-frame-105317.png,0,50.9091,130.909,91.2727,175.6379
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Naked_City_1948_DVDRip_XviD-FiNaLe-frame-105317.png,0,246.182,43.2727,343.27299999999997,148.3637
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-55266.png,0,465.778,66.6667,548.4448,172.8907
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-55266.png,0,119.556,96.4444,197.3333,173.3333
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Cider_House_Rules_1999_DVDRiP_XviD-CuTTLe-frame-55266.png,0,201.778,72.8889,274.2222,175.5589
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-193295.png,0,327.0,1.2,456.0,218.39999999999998
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Crash__1996__David_Cronenberg-frame-86999.png,0,156.0,52.5714,204.57139999999998,106.28569999999999
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Crash__1996__David_Cronenberg-frame-86999.png,0,387.429,130.286,432.5714,182.2857
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-5531.png,0,270.0,80.0,289.0,112.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-5531.png,0,409.0,74.2222,430.0,105.7778
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Bruce_Almighty-frame-27406.png,0,275.333,40.0,329.3333,99.33330000000001
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/As_Good_As_It_Gets-frame-23893.png,0,321.0,58.0,404.0,181.5
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/As_Good_As_It_Gets-frame-23893.png,0,213.0,96.5,293.0,209.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-36979.png,0,289.778,22.2222,393.333,165.0002
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Hitchcock_Alfred_-_Charade_-_Cary_Grant__Audrey_Hepburn_-_1963-frame-61566.png,0,244.8,108.0,279.2,150.6667
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Little_Miss_Sunshine_2006_DvDrip_Eng_-aXXo-frame-101586.png,0,256.0,7.0,299.5,65.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Little_Miss_Sunshine_2006_DvDrip_Eng_-aXXo-frame-101586.png,0,372.5,117.143,429.5,192.50029999999998
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/The_Godfather_PART_1-frame-81974.png,0,184.0,49.0,303.0,187.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Little_Miss_Sunshine_2006_DvDrip_Eng_-aXXo-frame-10671.png,0,231.5,31.5,282.5,99.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Jay_And_Silent_Bob_Strike_Back_DVDRip_DivX-frame-85976.png,0,336.5,32.0,440.0,176.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Jay_And_Silent_Bob_Strike_Back_DVDRip_DivX-frame-85976.png,0,228.0,11.0,303.0,114.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-144007.png,0,24.5714,2.28571,86.2857,74.28541
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/the_graduate__1967__english-frame-144007.png,0,345.818,132.364,365.8182,157.091
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/_DivX-ITA__Casablanca_M_CURTIZ_1942_Bogart-bergman_-frame-63860.png,0,148.571,89.0,271.0,231.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/_DivX-ITA__Casablanca_M_CURTIZ_1942_Bogart-bergman_-frame-63860.png,0,220.0,11.4286,337.5,179.99859999999998
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Hitchcock_Alfred_-_Charade_-_Cary_Grant__Audrey_Hepburn_-_1963-frame-166548.png,0,198.0,64.6667,306.66700000000003,177.33370000000002
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/As_Good_As_It_Gets-frame-190315.png,0,148.0,5.0,410.0,346.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/ForrestGump-frame-107119.png,0,249.0,5.0,357.0,171.0
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Jay_And_Silent_Bob_Strike_Back_DVDRip_DivX-frame-47959.png,0,137.0,2.85714,222.28570000000002,97.99964
/home/yzh/ssd_head_detector/dataset/holiwood/keyframes/Jay_And_Silent_Bob_Strike_Back_DVDRip_DivX-frame-47959.png,0,369.143,30.8571,411.4278,102.0
